Date,Open,High,Low,Close,Volume
2025-01-16,210.11187716505597,213.41042008148753,210.11187716505597,212.4356231689453,2411200
2025-01-17,215.84248916837927,216.12802755989406,214.2966003928076,215.60617065429688,4259900
2025-01-21,214.88738193921864,216.89603665602945,214.77907116862116,216.11817932128906,3700400
2025-01-22,215.82277142591454,217.4671148224357,214.7298228181213,214.82827758789062,4124000
2025-01-23,215.30093779352862,216.03941625616815,212.06147052376224,212.72117614746094,3628400
2025-01-24,213.51874755727653,215.2418639866432,212.42579882110292,215.2123260498047,3118500
2025-01-27,213.4596318297624,219.8991717504079,213.4596318297624,218.02835083007812,4153100
2025-01-28,216.8271223180142,220.71643908537234,215.43877924916225,217.74282836914062,3975500
2025-01-29,234.34382169895247,237.69158457061323,229.64709467908347,231.53759765625,8859500
2025-01-30,235.53523582330496,237.14018536432948,230.37572788087962,230.7695770263672,4205200
2025-01-31,230.89759284203836,231.86253379932728,227.45136011305271,229.39109802246094,3337900
2025-02-03,232.3154697784833,234.6884507360886,229.02678278065991,234.44229125976562,3720000
2025-02-04,232.67978463035362,237.1401932090521,231.77391954626026,233.6053466796875,3285900
2025-02-05,234.19612132826052,238.971605941106,233.98934076665236,238.70574951171875,3130700
2025-02-06,239.86764669584082,243.79635744478728,239.6805630852649,243.37295532226562,3272200
2025-02-07,243.69786789659048,246.65178144685217,242.31938091622087,242.4572296142578,3434400
2025-02-10,251.01371926631887,252.5399259592916,247.39025919900752,251.89990234375,4887600
2025-02-11,251.20080966113895,255.47413442936704,249.45801144133867,254.725830078125,2598200
2025-02-12,252.45133164041147,255.60215496648792,251.24021617689917,251.35836791992188,3220000
2025-02-13,251.1319101659507,261.9136926282914,251.08267526396358,261.0078125,3859900
2025-02-14,262.5930782054072,267.2405701936006,260.33824905012295,266.6596374511719,4835300
2025-02-18,265.85223420888326,266.59071263724127,258.51666980102135,259.1665344238281,3879300
2025-02-19,258.66440417738704,260.1905809962694,255.83846799050394,259.3044128417969,3787700
2025-02-20,258.9597511770943,261.66750522932625,258.1326589997185,261.3228759765625,2794700
2025-02-21,261.3623075011779,263.54820501610305,259.45210741837093,261.0964660644531,3554300
2025-02-24,263.85341014614,269.1999865466582,263.4595610095043,264.0109558105469,4141300
2025-02-25,265.0940684257705,268.51076308647566,264.15865041611613,266.3839416503906,3516500
2025-02-26,262.08106114452175,263.390616220537,257.93571429712017,259.53082275390625,4473400
2025-02-27,259.1862239348327,262.19921325732645,258.11297231788336,260.1117858886719,3562000
2025-02-28,263.0558097883884,266.73090639672455,260.70456439929507,266.4345397949219,4721100
2025-03-03,266.03937459154554,273.1524443860127,266.03937459154554,269.53662109375,4025400
2025-03-04,269.823142480036,271.63106929169965,261.2578156058069,261.45538330078125,4694600
2025-03-05,257.85932276874547,260.3587815918805,254.37193508035242,259.56842041015625,5161000
2025-03-06,258.323652773383,260.7835860213873,256.1995815753685,259.7759094238281,3276500
2025-03-07,259.26216086883545,263.3916962260148,258.17543310399986,262.0382385253906,3289600
2025-03-10,260.80332192562906,268.3115870560311,260.17106315263686,263.4114685058594,5173500
2025-03-11,255.67597947620314,256.7824851358411,249.47180245365743,253.57171630859375,5171100
2025-03-12,251.43777780020076,253.8582005795771,245.26322220250677,252.52450561523438,3983000
2025-03-13,253.63097982566137,260.10190161386345,253.16665206877695,255.9723663330078,4196600
2025-03-14,250.43009664935576,254.35216042541865,249.44216777159923,252.89002990722656,3511100
2025-03-17,251.22040821361404,258.61011142538774,249.87682444105542,257.0294494628906,4329700
2025-03-18,258.2445980896649,258.8176137122711,254.70782603492938,257.58270263671875,3088900
2025-03-19,259.1238564629406,259.32142413576406,255.63646896360234,256.12054443359375,2926800
2025-03-20,255.21164835967744,255.87357395950468,253.31484183781316,253.92735290527344,3729100
2025-03-21,251.36864499877308,255.32036080740122,251.2599722110518,252.75173950195312,9207000
2025-03-24,255.685877363109,257.68148289649884,254.49049183043277,255.8340606689453,2896900
2025-03-25,254.0162732464032,257.95809989883276,253.32474110782113,255.62660217285156,2987900
2025-03-26,257.38507673934873,261.751735092002,257.30605570477627,259.3411865234375,4683500
2025-03-27,259.74628049193143,265.4960037950976,259.74628049193143,265.04156494140625,4228500
2025-03-28,267.07666242212383,267.5607378759562,261.0898164349968,261.7319641113281,3322700
2025-03-31,261.514651229034,264.8637446787155,261.4059935214194,263.4905090332031,4073200
2025-04-01,262.7396689772885,265.456473100332,259.4597382183895,265.29840087890625,3025400
2025-04-02,265.25889717297133,265.26878610924933,259.2523030091514,261.366455078125,2969500
2025-04-03,261.9987192235442,269.3093860180367,261.74184809819076,264.65625,5652100
2025-04-04,264.6760309287436,266.3950175391502,244.38396320973118,245.1150360107422,7948500
2025-04-07,240.22478841218953,253.84833601465382,239.87900727674895,243.69241333007812,8149000
2025-04-08,249.26433625028537,250.73635572575847,240.91634013042736,243.32688903808594,6018000
2025-04-09,240.06671173866033,252.47509574416324,235.76921519004264,251.82305908203125,8590400
2025-04-10,253.038224507662,257.0887388758589,248.39494679181743,253.02833557128906,5406600
2025-04-11,254.52013762376004,256.98007103649746,252.5442797438556,255.54759216308594,3987300
2025-04-14,256.367524100101,261.9690936726736,255.39934302050239,259.4696350097656,3845400
2025-04-15,261.27755794027684,264.7254201608088,260.00312121481244,263.4905090332031,3130500
2025-04-16,263.0163381273323,264.04376253929644,255.83407528574094,256.5058898925781,3362700
2025-04-17,256.58488985303086,262.1963186541685,255.9624898349208,258.87689208984375,3489600
2025-04-21,257.24680346623904,258.5804832723129,247.84170167438768,250.42019653320312,3656300
2025-04-22,250.08429053378003,256.1896982272958,249.94598110769246,255.18199157714844,4762500
2025-04-23,250.9339348282926,259.43998799003094,249.61998761256274,256.2193603515625,4562300
2025-04-24,256.61453770721704,260.6057789972587,254.95482435265643,259.01519775390625,5047200
2025-04-25,240.2148963993282,240.86693306515792,227.85591178140092,229.960205078125,13561400
2025-04-28,228.8932457259124,234.45529017107827,228.7450473484368,233.91192626953125,5825900
2025-04-29,233.85265384676003,238.98988105241602,232.57821713872667,238.67373657226562,3900800
2025-04-30,241.77582142172574,244.56178799358537,238.80216103243964,243.96902465820312,4440500
2025-05-01,242.30931988087772,244.1172315347261,239.47395375318192,244.0184326171875,3603400
2025-05-02,244.7396204091076,247.19956877920248,243.2577270698068,245.87574768066406,2801100
2025-05-05,245.79671408529705,246.35982572122484,243.52447459344054,245.30274963378906,2311500
2025-05-06,244.5222773997864,251.09201365070768,244.2061479895594,250.73635864257812,2903200
2025-05-07,249.65951394080932,250.6573166829265,247.2588389232029,248.2270050048828,4042100
2025-05-08,249.1358913665239,249.59034527255295,244.45311824253594,244.5025177001953,3520700
2025-05-09,244.50251407106163,245.16442458499816,240.72861866595142,240.86692810058594,3278300
2025-05-12,235.93717411458468,237.42894124441213,233.15120753450944,237.4190673828125,5373100
2025-05-13,236.37185826060775,237.37954993849274,233.05241662280864,234.47503662109375,4712800
2025-05-14,231.017289440803,232.70665448591853,229.43661225183857,232.4497833251953,4168900
2025-05-15,234.2577044390187,239.51349361341684,233.56615719886085,237.26101684570312,5215000
2025-05-16,237.6166525542864,240.3828563647054,235.7593414820083,239.73081970214844,4402200
2025-05-19,240.06670942667685,243.0502587606036,239.97779944849637,241.30162048339844,4238000
2025-05-20,242.16111493247388,242.6649682938088,236.2335418313884,238.29832458496094,4787700
2025-05-21,238.29833983633839,240.29394538771447,236.12488416715829,237.853759765625,4110000
2025-05-22,238.61444592051123,239.1380469874579,236.5496783112613,237.91302490234375,3200600
2025-05-23,238.10072867807048,240.41249366285732,235.70006878855094,239.9481658935547,4174000
2025-05-27,240.84716544695382,242.9218220423105,239.2961250058101,240.42236328125,3717400
2025-05-28,240.16552976467779,240.57056917071907,238.15014629855395,238.59471130371094,2468600
2025-05-29,238.90097729689046,238.90097729689046,233.88229660318834,236.41139221191406,3127400
2025-05-30,237.561608238533,241.27010524573956,236.4212875843557,240.15953063964844,8313500
2025-06-02,237.55169530734764,241.31966923884778,236.8873265601297,241.0122833251953,2578800
2025-06-03,239.93146604663167,242.37073270490114,239.3960069351419,241.82537841796875,3630900
2025-06-04,242.42031330601336,243.13424869767658,239.91162912956034,239.9215545654297,3413900
2025-06-05,239.85214062787762,244.18531970115703,239.12829491974065,242.83677673339844,2855300
2025-06-06,244.80010730010622,245.46446091483716,242.45998905960064,243.7886962890625,2022500
2025-06-09,242.5988200340036,242.85662416884222,235.8660151768035,235.94534301757812,4538600
2025-06-10,235.00334099105896,235.76685819192693,232.69296877665755,234.98350524902344,3766900
2025-06-11,234.3191544930834,234.49764591310935,227.87391510439696,228.99440002441406,6709600
2025-06-12,230.5313330276041,230.5313330276041,225.6032028736771,226.77325439453125,5369000
2025-06-13,226.5749502349318,227.73509149052808,224.2447422876415,226.07916259765625,4379800
2025-06-16,226.33696446379244,229.65874765248955,225.8907586207442,229.04397583007812,3777800
2025-06-17,220.030540476222,220.62549167440528,218.1465535657041,219.5644989013672,12423600
2025-06-18,220.35776322923297,221.1212804070152,218.70183437993003,219.1282196044922,5600300
2025-06-20,220.2387886081315,221.3196020446479,219.0389758480689,219.6537628173828,8936700
2025-06-23,221.121283712039,225.71228202271394,220.61558577465044,225.0677490234375,7469000
2025-06-24,225.67261110245707,228.39944308328978,224.68103583669972,227.8838348388672,5128400
2025-06-25,227.4871848270559,229.3414256440925,226.8327415515475,228.9547119140625,5428600
2025-06-26,229.05387713490023,229.64882832241045,227.0707266835158,229.4703369140625,4342400
2025-06-27,228.77624691395914,234.34889507529056,228.47877130767986,233.26808166503906,6496300
2025-06-30,232.51450324436493,236.60969904520337,232.25668397669153,236.2527313232422,5118400
2025-07-01,236.40146748942033,241.23043428898927,236.07424582951847,239.475341796875,4536400
2025-07-02,237.9780658279667,238.9696411022499,234.80502797630805,235.4197998046875,3414400
2025-07-03,234.973587499299,239.31669192296974,234.6067094995736,238.72174072265625,1998800
2025-07-07,237.94831900200106,238.2457946093608,234.60671518027078,235.62803649902344,2958400
2025-07-08,234.2199933914632,234.7950937143202,231.64189172314195,233.9820098876953,3020800
2025-07-09,232.9507665553452,233.21849610969716,229.4505071282252,230.35284423828125,3938100
2025-07-10,229.54967319505207,229.54967319505207,225.10742025694483,226.22789001464844,5528200
2025-07-11,226.45595820214365,227.17980389103465,224.1951678648708,225.84117126464844,3093700
2025-07-14,225.771773866978,227.7053426021847,225.56353640461526,226.22789001464844,3118000
2025-07-15,224.76036259411416,225.16691208237918,223.3820735865406,224.1158447265625,3429800
2025-07-16,224.5917932478826,227.43760936259258,224.5620472009178,226.81292724609375,5793100
2025-07-17,225.6924555799189,227.35829482835527,224.0365266376381,225.11734008789062,3509300
2025-07-18,226.78318503792278,226.8624977443465,224.33399292811094,225.2958221435547,3773600
2025-07-21,227.8937442209994,231.99886519938747,227.6755964529979,230.6602325439453,4431100
2025-07-22,231.67164111096565,236.15356548335544,230.81888578962915,231.28492736816406,4004400
2025-07-23,231.20560623209957,232.97060902015784,228.77624982204074,231.95919799804688,5621000
2025-07-24,241.9443578854956,249.62906597407178,241.44857026687777,245.4148712158203,8623200
2025-07-25,246.16846461252635,247.80457284316233,241.0519478528,241.49815368652344,5205200
2025-07-28,240.5363339792004,240.91313742843764,235.28098195295934,236.18331909179688,3702900
2025-07-29,237.15506241924948,239.2671226475557,235.79660910145012,237.23439025878906,3563600
2025-07-30,237.31370968492038,240.74455162450445,236.57993854287213,239.5447540283203,4213000
2025-07-31,237.3632879421626,240.01079204130681,236.11389344509757,236.40145874023438,4079200
2025-08-01,238.41435413554444,239.9711194012101,234.9140947339483,235.20164489746094,3481400
2025-08-04,235.73711294490198,239.36626697735346,235.08266962764884,238.97955322265625,3755500
2025-08-05,238.90021899200454,239.45551384436078,234.8347695235007,236.9170684814453,3775600
2025-08-06,236.3320445470201,239.86205006238524,233.5754665263591,237.2046356201172,5160200
2025-08-07,237.59135499189952,241.13127089680825,236.50061612470742,240.8833770751953,4061800
2025-08-08,241.17092498754047,244.6711842858512,240.90319544304094,242.9160919189453,4261600
2025-08-11,243.66972547290194,246.91216588736268,243.41190620540837,246.77334594726562,3976100
2025-08-12,247.3980391657577,250.46200323398818,246.20815182307228,250.1546173095703,4620300
2025-08-13,250.3727488814743,251.88985779299057,248.34001660708216,248.7267303466797,3152600
2025-08-14,249.4605072167681,250.37275464578957,247.17988107909554,248.20120239257812,2951500
2025-08-15,249.00437860090506,254.03167251543383,248.191294741873,252.4848175048828,3939400
2025-08-18,253.45655185388532,254.56712642944086,251.89977143906725,253.03016662597656,3309200
2025-08-19,253.00041246253275,256.28252403457515,252.0584190253668,256.0445556640625,3641900
2025-08-20,257.7500997104165,259.35644694079167,256.55030200607723,256.82794189453125,3875900
2025-08-21,255.8859133245936,257.31378414298814,254.84477138889906,255.98507690429688,3330400
2025-08-22,257.7698895012122,259.0490300267173,249.02420380018677,249.82737731933594,3984800
2025-08-25,250.96769881280164,251.25524897454343,247.77482533573124,249.61915588378906,4295700
2025-08-26,249.460513168514,249.70840699090937,247.31870691176107,249.08370971679688,6515000
2025-08-27,247.67566463667052,250.14469245508,247.46744230718588,249.2423553466797,3212400
2025-08-28,248.60775235379296,249.52991009033485,247.27904512619506,248.4490966796875,3595100
2025-08-29,247.80231218759837,251.9019962467285,247.63315208825773,250.7477264404297,3204900
2025-09-02,250.45914800001583,257.38484276666304,249.9616129363751,254.6284942626953,4055600
2025-09-03,252.0612029394574,253.15578611566525,250.0810231709968,251.41441345214844,3822900
2025-09-04,252.95678329722475,255.4245529571943,249.51383398204774,250.8770751953125,3349100
2025-09-05,251.58357821156858,254.4792358812286,250.3695914603757,251.513916015625,3294200
2025-09-08,239.94125155146548,246.03107553923707,236.22962924716023,241.7025146484375,6313600
2025-09-09,241.33435648786622,242.51849236739142,239.6526855452508,241.52342224121094,3651800
2025-09-10,240.6975119707795,241.70252733112088,237.32422485378527,239.19496154785156,4942000
2025-09-11,239.05564191005652,241.14527997163088,238.3391902364983,240.19996643066406,4321900
2025-09-12,238.90638167432797,241.6229340364552,238.49839928071788,240.52835083007812,3085700
2025-09-15,240.19996502060332,243.03592081042015,237.24460568041587,238.55810546875,3062500
2025-09-16,238.69741545977843,238.9660734489989,234.98579313215652,236.44854736328125,3639600
2025-09-17,237.72223966094757,239.6327876051969,237.15505760215845,238.26953125,3422300
2025-09-18,236.35899375610543,239.5531753783811,236.0405792274834,237.652587890625,3545100
2025-09-19,237.65259953526598,238.60785835150276,235.27438254626543,236.995849609375,7442100
2025-09-22,235.86145732477425,239.13524635575158,233.95092461363836,236.26943969726562,4686900
2025-09-23,235.43358947657345,239.59297516659075,233.60264897061552,238.30934143066406,4668000
2025-09-24,237.01574471379286,241.17513035883985,235.82166365486233,237.22470092773438,3683400
2025-09-25,238.98598511328353,241.11543452901444,236.07043699597156,236.76698303222656,3824400
2025-09-26,237.81181197189076,239.07554008429645,235.47339113094878,236.29930114746094,2543300
2025-09-29,236.2893454582582,238.63771143035643,235.9012687383742,236.78688049316406,3835800
2025-09-30,236.78689238862904,239.25466203433746,236.62767752540526,238.19989013671875,4382800
2025-10-01,238.21977620197842,239.76213789586296,230.41843025104995,232.11004638671875,5206700
2025-10-02,231.39359429466953,232.11004598111145,228.5875045090759,229.00543212890625,4325500
2025-10-03,228.88602861761703,229.68208773420554,225.99037098301415,229.13479614257812,3767100
2025-10-06,227.44318643528365,227.93076108050093,221.1642811736791,223.85098266601562,6171700
2025-10-07,223.89077553628937,227.8212994478801,222.4777777971548,226.55755615234375,3942400
2025-10-08,225.5823857294566,225.76150624060455,223.28377625741604,225.46298217773438,4059800
2025-10-09,225.25401779463442,226.94564914239973,223.89077659146278,225.09481811523438,3303700
2025-10-10,226.1197323671644,229.88109608684857,224.72662513318517,227.66207885742188,5106300
2025-10-13,227.74168454943856,228.84621294654423,222.95539988983546,223.95046997070312,4698300
2025-10-14,228.86612870045755,229.51291820814149,225.86101267220985,228.2889862060547,3894200
2025-10-15,228.05016476021004,228.39844537860913,225.2540201285115,225.5326385498047,3286600
2025-10-16,228.6571486105815,228.93578220382042,224.1395370963774,225.3336181640625,4217400
2025-10-17,226.030171616645,228.81637098852065,225.56248744570033,228.19943237304688,3446600
2025-10-20,227.80138827005536,229.40345172127445,225.28386215864887,228.95567321777344,4561300
2025-10-21,228.95566837910692,229.37359598577984,226.51774974839944,227.95065307617188,3580500
2025-10-22,224.31864138705168,226.76652047052113,217.69148617778464,226.2789306640625,6674900
2025-10-23,224.63706998171983,224.81617530754784,214.75603140086739,218.9054718017578,9826400
2025-10-24,218.92537376460086,219.13434517260214,214.53712603222587,216.69642639160156,5884400
2025-10-27,215.91030004349352,220.54733022462239,214.4873571281677,219.59205627441406,5968200
2025-10-28,217.8407395307878,221.73146717762742,217.1740444009318,218.9054718017578,4467700
2025-10-29,219.45274852889008,220.2786585164389,211.07426028623422,213.95001220703125,8834600
2025-10-30,214.15898889161002,214.91523670419252,208.54679411516923,209.61151123046875,6235200
2025-10-31,208.25821758630647,210.8056098336623,206.6163579707809,209.0144805908203,4956500
2025-11-03,208.27811757711382,208.3676702409298,201.730554579592,202.31765747070312,7093300
2025-11-04,203.22316821730436,205.83026228040418,202.48682603924263,205.27301025390625,4937400
2025-11-05,204.59635795872273,206.23821750287289,203.10375285183557,203.73065185546875,3463900
2025-11-06,201.21312393129242,202.47685197795101,198.42692472079258,200.01902770996094,5909700
2025-11-07,201.67085215932204,207.55172000148173,200.5862294115106,205.97950744628906,6464100
2025-11-10,205.1735017344346,206.1685718120575,203.46197998623808,204.85507202148438,4079700
2025-11-11,207.07409018795207,211.1638288333086,206.4770420651812,210.93495178222656,5043100
2025-11-12,210.66629622211224,213.641546084852,209.64136005670173,211.63150024414062,3554700
2025-11-13,210.95485440966686,215.72123335447552,210.56677769050108,213.51219177246094,5551500
2025-11-14,216.38795688548208,217.1043934093244,213.4226369695478,215.01475524902344,4880800
2025-11-17,214.84558687706098,217.25365467396645,213.95001468550075,214.7759246826172,7379900
2025-11-18,215.91030837403227,215.91030837403227,211.00462001626192,212.029541015625,5857300
2025-11-19,211.6215619521184,212.2086496826184,209.12394140102452,210.2284698486328,3684000
2025-11-20,210.27821801075393,211.2732880974596,208.85525989131125,209.47219848632812,5259300
2025-11-21,207.0143775063823,210.31801753579958,205.6610815592275,208.44728088378906,6286900
2025-11-24,207.85024173278913,208.21841280110425,204.5068056797514,206.3178253173828,8026400
2025-11-25,206.68602444645418,208.76571738479842,205.4819829021908,205.8800048828125,6278400
2025-11-26,205.77000427246094,207.39999389648438,205.3300018310547,206.72999572753906,4002900
2025-11-28,206.72999572753906,210.49000549316406,206.22999572753906,209.00999450683594,1633900
2025-12-01,208.97000122070312,209.11000061035156,205.57000732421875,206.6300048828125,3025900
2025-12-02,207.60000610351562,210.6199951171875,205.80999755859375,210.1300048828125,4076800
2025-12-03,209.6300048828125,211.80999755859375,207.27999877929688,208.50999450683594,3999400
2025-12-04,209.36000061035156,210.0,206.7100067138672,208.00999450683594,3694300
2025-12-05,208.05999755859375,211.6300048828125,207.6699981689453,209.6300048828125,3461500
2025-12-08,209.52999877929688,209.6999969482422,203.6699981689453,204.44000244140625,4613200
2025-12-09,205.5399932861328,206.14999389648438,199.1699981689453,201.35000610351562,6483800
2025-12-10,202.4499969482422,202.72000122070312,194.88999938964844,195.32000732421875,8175800
2025-12-11,196.64999389648438,197.75,194.64999389648438,195.3300018310547,4627700
2025-12-12,194.24000549316406,197.8800048828125,194.00999450683594,195.16000366210938,4635300
2025-12-15,195.99000549316406,197.9600067138672,194.3000030517578,196.16000366210938,5157600
2025-12-16,196.94000244140625,199.67999267578125,195.9600067138672,198.0,5685800
2025-12-17,198.00999450683594,201.33999633789062,197.97000122070312,199.3800048828125,6266200
2025-12-18,199.19000244140625,202.3699951171875,199.19000244140625,200.27000427246094,6862900
2025-12-19,200.85000610351562,201.25999450683594,196.11000061035156,196.72999572753906,17206100
2025-12-22,195.80999755859375,197.1999969482422,194.7100067138672,195.75999450683594,4712200
2025-12-23,195.85000610351562,197.9600067138672,195.75999450683594,197.6699981689453,4403800
2025-12-24,197.64999389648438,199.13999938964844,197.0800018310547,199.02000427246094,1312000
2025-12-26,199.14999389648438,201.05999755859375,198.74000549316406,201.0,1979500
2025-12-29,201.6999969482422,204.17999267578125,201.42999267578125,203.14999389648438,4402000
2025-12-30,202.07000732421875,204.2100067138672,201.67999267578125,203.8000030517578,3037800
2025-12-31,202.5,204.24000549316406,202.0,203.0399932861328,3239500
2026-01-02,202.25,202.69000244140625,199.02999877929688,199.5800018310547,3826100
2026-01-05,199.1699981689453,202.44000244140625,198.42999267578125,200.86000061035156,4021800
2026-01-06,200.1999969482422,200.94000244140625,197.16000366210938,198.60000610351562,3240400
2026-01-07,198.60000610351562,199.8699951171875,195.6199951171875,197.2899932861328,3737400
2026-01-08,196.61000061035156,199.5500030517578,195.74000549316406,197.91000366210938,5185100
2026-01-09,196.47999572753906,202.0500030517578,196.39999389648438,200.55999755859375,3829900
2026-01-12,200.33999633789062,200.77000427246094,196.47000122070312,197.50999450683594,5271100
2026-01-13,197.22000122070312,197.38999938964844,188.1199951171875,189.6699981689453,7654200
2026-01-14,189.14999389648438,192.13999938964844,189.0,192.02000427246094,5292400
2026-01-15,192.36000061035156,192.69000244140625,189.16000366210938,190.66000366210938,5450000
2026-01-16,190.1999969482422,190.49000549316406,185.17999267578125,186.32000732421875,8248300
2026-01-20,185.36000061035156,186.58999633789062,183.33999633789062,183.64999389648438,9026900
2026-01-21,182.99000549316406,184.8699951171875,181.36000061035156,183.60000610351562,8188000
2026-01-22,183.75,186.30999755859375,183.75,185.38999938964844,6502700
2026-01-23,184.49000549316406,186.94000244140625,183.89999389648438,186.02999877929688,4827900
2026-01-26,186.97999572753906,188.86000061035156,186.64999389648438,187.9600067138672,4772100
2026-01-27,187.14999389648438,187.5399932861328,183.25999450683594,184.49000549316406,6791300
2026-01-28,185.1300048828125,188.1300048828125,184.49000549316406,186.25,7418900
2026-01-29,186.55999755859375,190.0800018310547,186.25,189.27999877929688,5917000
2026-01-30,193.32000732421875,197.32000732421875,192.6999969482422,197.2100067138672,10733400
2026-02-02,196.6300048828125,199.39999389648438,194.08999633789062,194.99000549316406,7820900
2026-02-03,193.1300048828125,199.52000427246094,193.1300048828125,197.67999267578125,6009700
2026-02-04,201.50999450683594,203.1999969482422,198.72999572753906,201.7899932861328,7878500
2026-02-05,202.6699981689453,204.82000732421875,199.75,201.86000061035156,7196300
2026-02-06,201.5,202.47999572753906,196.82000732421875,197.38999938964844,5081600
2026-02-09,196.7100067138672,198.24000549316406,195.1199951171875,197.66000366210938,4728500
2026-02-10,196.5,199.7100067138672,196.1699981689453,199.42999267578125,6747600
2026-02-11,191.3300018310547,210.47999572753906,188.14999389648438,209.5399932861328,12960800
2026-02-12,212.88999938964844,220.85000610351562,212.86000061035156,214.67999267578125,15729200
2026-02-13,216.27000427246094,219.97999572753906,214.58999633789062,219.5,8332900
2026-02-17,220.8000030517578,224.2899932861328,219.1999969482422,219.61000061035156,6489600
2026-02-18,220.17999267578125,220.60000610351562,212.89999389648438,213.25,7436400
2026-02-19,216.1699981689453,218.52999877929688,213.61000061035156,215.3000030517578,4818200
2026-02-20,214.30999755859375,215.97000122070312,212.0500030517578,215.4600067138672,5429900
2026-02-23,217.13999938964844,220.97000122070312,216.83999633789062,219.9499969482422,5272100
2026-02-24,221.1300048828125,224.75,220.27000427246094,221.97999572753906,6832400
2026-02-25,221.22999572753906,223.55999755859375,218.10000610351562,218.66000366210938,4791400
